embedding1,embedding2,label
"[-0.9526118040084839, -1.3926045894622803, -0.011955829337239265, 0.37935465574264526, 1.3526047468185425, -1.796873688697815, 0.7550938129425049, -0.7122849822044373, -1.2066502571105957, -1.6444542407989502, -1.416509985923767, -0.0695447251200676, -0.38213834166526794, -2.241647720336914, 2.139469623565674, -2.1553757190704346, -0.270458847284317]","[0.8856987953186035, -1.0313574075698853, -0.24239392578601837, -0.8435231447219849, -1.4954237937927246, -1.4925516843795776, 2.341005325317383, -2.542097330093384, -1.6219342947006226, -0.923739492893219, -0.19743461906909943, 1.5525219440460205, -0.3003780245780945, -2.3062686920166016, 2.0490236282348633, -2.049543857574463, -2.1026554107666016]",1
"[-0.9526118040084839, -1.3926045894622803, -0.011955829337239265, 0.37935465574264526, 1.3526047468185425, -1.796873688697815, 0.7550938129425049, -0.7122849822044373, -1.2066502571105957, -1.6444542407989502, -1.416509985923767, -0.0695447251200676, -0.38213834166526794, -2.241647720336914, 2.139469623565674, -2.1553757190704346, -0.270458847284317]","[-0.38172754645347595, 0.0006838752888143063, -0.9930975437164307, 0.11512798070907593, 0.7593586444854736, -1.4865392446517944, 2.7047483921051025, -1.6801971197128296, 1.762694239616394, -0.8184608817100525, -0.5876971483230591, 1.2971290349960327, -1.001480221748352, -2.149965286254883, 1.9875367879867554, -1.8653500080108643, -1.74049973487854]",0
"[2.710644245147705, -0.4253791868686676, 2.8237011432647705, -2.572521209716797, 0.1314603090286255, -2.038027286529541, 2.2095658779144287, -3.4153435230255127, -1.5140409469604492, -1.8323774337768555, -2.128187417984009, -1.189404845237732, 1.4705158472061157, -3.5204994678497314, 2.3966383934020996, -0.9708254337310791, -0.3274657130241394]","[1.4714635610580444, 1.6580716371536255, 1.672261118888855, -3.295408248901367, 0.6550813317298889, -1.713791012763977, 2.0989789962768555, -3.5511467456817627, -1.081795573234558, -1.4663430452346802, -2.4324049949645996, 0.12838242948055267, 1.5574924945831299, -3.327730417251587, 2.284160852432251, -1.1565008163452148, -1.3791998624801636]",1
"[2.710644245147705, -0.4253791868686676, 2.8237011432647705, -2.572521209716797, 0.1314603090286255, -2.038027286529541, 2.2095658779144287, -3.4153435230255127, -1.5140409469604492, -1.8323774337768555, -2.128187417984009, -1.189404845237732, 1.4705158472061157, -3.5204994678497314, 2.3966383934020996, -0.9708254337310791, -0.3274657130241394]","[-1.7166844606399536, 0.2596340775489807, 0.1932884156703949, -0.7065849304199219, -0.9549784660339355, -0.2267761528491974, 2.747312307357788, -0.4047467112541199, -0.4275141954421997, -0.6556909084320068, -1.8981021642684937, 0.0806327611207962, -1.8358148336410522, -2.404223918914795, 1.4135181903839111, -1.7276769876480103, -2.160029172897339]",0
"[-2.316021680831909, 0.03664098680019379, -0.6940975785255432, 0.8296216726303101, 1.8721848726272583, -0.05018586665391922, 1.831780195236206, 1.9490466117858887, -0.8748268485069275, 0.5461094975471497, -1.7547872066497803, 0.012653172016143799, -1.9844956398010254, -2.7571189403533936, 2.374462604522705, -2.1486401557922363, -2.08559250831604]","[-1.1256576776504517, -0.5241197347640991, 0.31234481930732727, 0.09124966710805893, 0.6529525518417358, -1.2950278520584106, 1.2016794681549072, -1.9468077421188354, -0.16723386943340302, 0.6791744828224182, -0.9212076663970947, 2.0221974849700928, -1.7493385076522827, -1.8925707340240479, 1.4811875820159912, -1.8976914882659912, -1.0220085382461548]",1
"[-2.316021680831909, 0.03664098680019379, -0.6940975785255432, 0.8296216726303101, 1.8721848726272583, -0.05018586665391922, 1.831780195236206, 1.9490466117858887, -0.8748268485069275, 0.5461094975471497, -1.7547872066497803, 0.012653172016143799, -1.9844956398010254, -2.7571189403533936, 2.374462604522705, -2.1486401557922363, -2.08559250831604]","[-2.4209554195404053, -0.19836373627185822, -1.0861111879348755, 1.6609094142913818, 0.468817800283432, 0.6276859045028687, 2.392953634262085, 0.2644153833389282, 0.06089364364743233, 0.22600163519382477, -2.779331684112549, 0.8702994585037231, -0.2836117148399353, -2.5444066524505615, 2.8854424953460693, -0.8057722449302673, -1.7399623394012451]",0
"[1.1404945850372314, 0.8431597948074341, 0.9672269821166992, -1.546340823173523, 0.13530385494232178, -2.366957187652588, 3.0749459266662598, -1.9678397178649902, 0.42938920855522156, -1.4978699684143066, -2.7008016109466553, 0.6473409533500671, -1.537374496459961, -2.6934189796447754, 1.8708481788635254, -1.9269492626190186, -1.4913302659988403]","[1.12771737575531, 0.1685245931148529, 0.8087504506111145, -2.218137502670288, 0.7627185583114624, -1.9375301599502563, 1.4531311988830566, -2.1003735065460205, -1.2067286968231201, -1.6817717552185059, -1.4930475950241089, 0.6046814322471619, -0.3640819787979126, -2.554985761642456, 2.0739994049072266, -0.6980853080749512, -0.6129400134086609]",1
"[1.1404945850372314, 0.8431597948074341, 0.9672269821166992, -1.546340823173523, 0.13530385494232178, -2.366957187652588, 3.0749459266662598, -1.9678397178649902, 0.42938920855522156, -1.4978699684143066, -2.7008016109466553, 0.6473409533500671, -1.537374496459961, -2.6934189796447754, 1.8708481788635254, -1.9269492626190186, -1.4913302659988403]","[1.4201679229736328, -0.5019576549530029, 1.3161303997039795, -2.3042874336242676, 0.20839792490005493, -1.8691447973251343, 1.412739634513855, -3.145765542984009, -1.0886932611465454, -2.846662998199463, -2.159705638885498, 0.8975683450698853, 0.5373095870018005, -2.9101722240448, 1.885154366493225, -1.854346513748169, -1.2539483308792114]",0
"[-0.4611666798591614, -1.1482926607131958, 0.38864949345588684, -0.40506672859191895, -0.9088410139083862, -0.9430093765258789, 2.6215908527374268, 1.408118486404419, 0.4920596182346344, -1.5500544309616089, -0.38791170716285706, -0.5438429117202759, -1.2241708040237427, -2.2546331882476807, 0.6355845928192139, -1.6759308576583862, -1.8344039916992188]","[-1.1003578901290894, -1.3097683191299438, -0.10292176902294159, 0.24883303046226501, 0.8515639305114746, -1.5958665609359741, 1.214956521987915, 0.6313124299049377, -1.1168707609176636, -1.020206332206726, -1.3880852460861206, 0.5036587715148926, -0.7347742319107056, -1.986210823059082, 1.2939950227737427, -1.5251667499542236, -0.7311897873878479]",1
"[-0.4611666798591614, -1.1482926607131958, 0.38864949345588684, -0.40506672859191895, -0.9088410139083862, -0.9430093765258789, 2.6215908527374268, 1.408118486404419, 0.4920596182346344, -1.5500544309616089, -0.38791170716285706, -0.5438429117202759, -1.2241708040237427, -2.2546331882476807, 0.6355845928192139, -1.6759308576583862, -1.8344039916992188]","[-0.5450061559677124, 0.46367284655570984, -1.4559073448181152, -1.764041781425476, 0.8515607118606567, -0.4740395247936249, 1.4491276741027832, -0.7769135236740112, -0.322048157453537, -0.2503156065940857, -1.6649140119552612, 0.19948473572731018, 1.4135063886642456, -2.6375110149383545, 2.585054397583008, -2.3163769245147705, -0.4641377031803131]",0
"[2.356370449066162, 0.1537937968969345, 2.8730294704437256, -3.1919984817504883, -0.2852225601673126, -3.4445180892944336, 2.8760716915130615, -3.9544317722320557, -1.0078469514846802, -3.221381902694702, -0.21205182373523712, 0.09765032678842545, 0.48258957266807556, -3.299955129623413, 1.2052725553512573, -1.1108770370483398, -2.4172515869140625]","[1.0139497518539429, 0.6025248169898987, 1.3982349634170532, -0.7756460905075073, 0.12130828946828842, -1.9686466455459595, 1.3591630458831787, -2.891829490661621, -0.7490030527114868, -2.281355619430542, -1.7800458669662476, 0.021692153066396713, 0.7696265578269958, -2.6114017963409424, 2.2985739707946777, -0.4587416648864746, 0.20374929904937744]",1
"[2.356370449066162, 0.1537937968969345, 2.8730294704437256, -3.1919984817504883, -0.2852225601673126, -3.4445180892944336, 2.8760716915130615, -3.9544317722320557, -1.0078469514846802, -3.221381902694702, -0.21205182373523712, 0.09765032678842545, 0.48258957266807556, -3.299955129623413, 1.2052725553512573, -1.1108770370483398, -2.4172515869140625]","[-2.0314407348632812, 0.4198223352432251, 0.1835019588470459, -0.11383673548698425, 1.4843637943267822, -0.37620723247528076, 2.377431631088257, -0.6935803890228271, -0.9029269218444824, -0.9635992050170898, -0.8723596334457397, 0.6569687724113464, -1.1085611581802368, -2.694413185119629, 1.2375531196594238, -2.6860458850860596, -1.5570026636123657]",0
"[-1.5045382976531982, 0.3966330587863922, 0.6371960043907166, 0.6261842250823975, -0.28244292736053467, 0.11062926799058914, 1.3934746980667114, -0.8816289305686951, -0.3257512152194977, 1.017577052116394, -1.182205080986023, 1.358116626739502, -0.03276336193084717, -2.248305559158325, 2.388723611831665, -2.289294481277466, -0.29015037417411804]","[-0.890095055103302, 1.1131848096847534, 1.1728461980819702, -0.8009454011917114, -0.8923612833023071, -1.1589102745056152, 1.6629137992858887, -1.6434119939804077, -2.079854965209961, -0.5732986330986023, 0.7067878246307373, -0.4729768931865692, 0.3907051682472229, -2.5306665897369385, 2.0070154666900635, -1.7700474262237549, -1.19785737991333]",1
"[-1.5045382976531982, 0.3966330587863922, 0.6371960043907166, 0.6261842250823975, -0.28244292736053467, 0.11062926799058914, 1.3934746980667114, -0.8816289305686951, -0.3257512152194977, 1.017577052116394, -1.182205080986023, 1.358116626739502, -0.03276336193084717, -2.248305559158325, 2.388723611831665, -2.289294481277466, -0.29015037417411804]","[0.7770753502845764, 0.8320375084877014, -0.6609326601028442, -2.154132604598999, 0.9583802223205566, -1.4963226318359375, 2.3691117763519287, -1.9123660326004028, -0.666592001914978, -1.3477914333343506, -0.05636943504214287, 0.3757711350917816, -0.4966720640659332, -2.4243931770324707, 1.4530792236328125, -1.3323928117752075, -1.8197468519210815]",0
"[1.1352087259292603, 0.3711022436618805, 1.9224867820739746, -1.1469740867614746, 0.2857651710510254, -0.7561625242233276, 1.938603162765503, -2.9365646839141846, -1.5638025999069214, -2.2883152961730957, -2.1443848609924316, 1.085301399230957, 0.9974510073661804, -3.0239779949188232, 2.234440326690674, -0.30818068981170654, -0.16638335585594177]","[2.2677628993988037, 0.33464500308036804, 1.449979543685913, -2.892545461654663, -0.3803953528404236, -3.1632187366485596, 3.0192904472351074, -1.9974650144577026, -2.4523587226867676, -1.240049123764038, -0.9015381932258606, -0.25684699416160583, -1.5382890701293945, -3.0881192684173584, 1.6328647136688232, -1.331748604774475, -2.566565752029419]",1
"[1.1352087259292603, 0.3711022436618805, 1.9224867820739746, -1.1469740867614746, 0.2857651710510254, -0.7561625242233276, 1.938603162765503, -2.9365646839141846, -1.5638025999069214, -2.2883152961730957, -2.1443848609924316, 1.085301399230957, 0.9974510073661804, -3.0239779949188232, 2.234440326690674, -0.30818068981170654, -0.16638335585594177]","[-0.4274075925350189, 0.33795812726020813, -0.36451980471611023, 0.34778809547424316, 1.945359230041504, -0.6170104146003723, 1.7681877613067627, -0.25409048795700073, -0.8861353993415833, 0.9372690320014954, -1.021925449371338, -0.07201513648033142, -0.02270026132464409, -2.576620578765869, 2.2294554710388184, -2.4172544479370117, -0.48645150661468506]",0
"[-0.9917327761650085, -2.2129135131835938, -1.2357345819473267, -0.8909441232681274, -0.7234988808631897, -0.6496900916099548, 2.0729453563690186, 0.48725035786628723, -1.6358596086502075, -0.10473470389842987, -0.025964844971895218, 0.7624555826187134, -0.737053394317627, -2.236706018447876, 1.315208911895752, -1.8206387758255005, -2.0140764713287354]","[-0.23106691241264343, -0.780328094959259, 0.05709802359342575, -0.47252771258354187, 0.9881176948547363, -1.9993079900741577, 1.9718886613845825, -1.374397873878479, 0.0003161029890179634, -2.0058555603027344, -0.633628249168396, 0.9240614771842957, -0.7982352375984192, -2.2568199634552, 1.6859010457992554, -1.4563323259353638, -0.9824462532997131]",1
"[-0.9917327761650085, -2.2129135131835938, -1.2357345819473267, -0.8909441232681274, -0.7234988808631897, -0.6496900916099548, 2.0729453563690186, 0.48725035786628723, -1.6358596086502075, -0.10473470389842987, -0.025964844971895218, 0.7624555826187134, -0.737053394317627, -2.236706018447876, 1.315208911895752, -1.8206387758255005, -2.0140764713287354]","[-2.097306251525879, -0.06261679530143738, 0.526268720626831, 0.7287130355834961, -0.04512336477637291, -0.8596320748329163, 2.682915210723877, 0.06636328250169754, 1.7222981452941895, -1.087312936782837, -1.5963653326034546, 0.5077206492424011, -1.37016761302948, -2.211388349533081, 1.562693476676941, -1.9417115449905396, -1.9505537748336792]",0
"[-0.7224987745285034, -0.12121224403381348, -1.143753170967102, 0.9346727728843689, -0.09997919201850891, -1.930374264717102, 0.9388062953948975, -0.1515519917011261, -1.6401046514511108, -0.03442660719156265, -2.6891491413116455, 0.18370912969112396, -0.7122098207473755, -2.341571569442749, 2.702362060546875, -1.9145426750183105, -1.5906295776367188]","[-0.1615891307592392, -0.15709975361824036, -0.20460790395736694, 1.5792409181594849, 0.2756137549877167, -2.164280652999878, 1.3250058889389038, -0.9065431952476501, -1.0138789415359497, -1.2782272100448608, -1.1199311017990112, -0.10148673504590988, 0.5019469261169434, -1.8982446193695068, 1.6684881448745728, -1.5798910856246948, -0.5611487627029419]",1
"[-0.7224987745285034, -0.12121224403381348, -1.143753170967102, 0.9346727728843689, -0.09997919201850891, -1.930374264717102, 0.9388062953948975, -0.1515519917011261, -1.6401046514511108, -0.03442660719156265, -2.6891491413116455, 0.18370912969112396, -0.7122098207473755, -2.341571569442749, 2.702362060546875, -1.9145426750183105, -1.5906295776367188]","[0.2453925460577011, -0.2113872915506363, 0.820638120174408, -1.3553842306137085, 1.4491901397705078, -1.9317303895950317, 2.1683743000030518, -1.3641798496246338, -0.25182613730430603, -1.0140050649642944, 0.06367528438568115, 0.8003708124160767, -1.4255040884017944, -2.4283297061920166, 1.4144142866134644, -1.9789193868637085, -1.4346879720687866]",0
"[1.3005435466766357, 1.1494827270507812, 1.539191722869873, -1.3522367477416992, 0.4391239285469055, -1.7191460132598877, 2.2791354656219482, -2.3902337551116943, 0.03855738788843155, -1.8422369956970215, -0.8364628553390503, -0.40494075417518616, -0.3128424882888794, -2.5412747859954834, 1.9026682376861572, -0.08762684464454651, -1.0741046667099]","[2.8080012798309326, 0.24559541046619415, 2.0650875568389893, -2.7906675338745117, 0.1671864539384842, -1.985634207725525, 2.9419009685516357, -2.4818379878997803, -0.9971283674240112, -2.1565515995025635, -1.8427127599716187, -0.6900124549865723, -0.7820979952812195, -2.955998659133911, 0.7884055376052856, -1.1550790071487427, -1.3751839399337769]",1
"[1.3005435466766357, 1.1494827270507812, 1.539191722869873, -1.3522367477416992, 0.4391239285469055, -1.7191460132598877, 2.2791354656219482, -2.3902337551116943, 0.03855738788843155, -1.8422369956970215, -0.8364628553390503, -0.40494075417518616, -0.3128424882888794, -2.5412747859954834, 1.9026682376861572, -0.08762684464454651, -1.0741046667099]","[-1.2229589223861694, -1.1184971332550049, -0.41254574060440063, 1.1709579229354858, -0.8233755230903625, -1.339424967765808, 2.4272451400756836, 0.6097403764724731, 0.10146132856607437, -0.6615114212036133, -0.3587093651294708, -0.9598833322525024, -1.1043998003005981, -1.7229747772216797, 1.0299303531646729, -1.3668365478515625, -1.370217204093933]",0
"[1.6640418767929077, -0.23351240158081055, 2.0984725952148438, -2.18221116065979, -0.6750096678733826, -2.6734304428100586, 2.720205307006836, -3.431373119354248, -0.010682253167033195, -0.9607670307159424, -1.0248031616210938, 1.5433059930801392, -0.0792984664440155, -2.7137653827667236, 1.9909135103225708, -1.8571465015411377, -0.9008129239082336]","[1.6305631399154663, -0.4019186198711395, 1.3441792726516724, -1.5220801830291748, 0.8396117091178894, -1.8349889516830444, 1.851348638534546, -2.9528751373291016, -0.5007962584495544, -2.066441297531128, -1.5350008010864258, -0.08056291937828064, 0.8962847590446472, -2.9164788722991943, 1.7456437349319458, -0.9924429059028625, 0.6475390195846558]",1
"[1.6640418767929077, -0.23351240158081055, 2.0984725952148438, -2.18221116065979, -0.6750096678733826, -2.6734304428100586, 2.720205307006836, -3.431373119354248, -0.010682253167033195, -0.9607670307159424, -1.0248031616210938, 1.5433059930801392, -0.0792984664440155, -2.7137653827667236, 1.9909135103225708, -1.8571465015411377, -0.9008129239082336]","[-0.4349258840084076, 0.8501235842704773, -0.6663802266120911, -0.3837316334247589, 0.3691283166408539, -0.5091519951820374, 1.6928859949111938, -1.4491499662399292, -0.9949519634246826, 0.43621477484703064, 0.08349158614873886, 0.9466733336448669, -0.6447977423667908, -1.8087431192398071, 1.3668938875198364, -1.1154048442840576, -1.733026146888733]",0
"[0.10656653344631195, 0.17888692021369934, 0.9217129945755005, -0.515813946723938, 0.4011993408203125, -1.8384201526641846, 1.5157417058944702, -2.0834906101226807, -0.823186993598938, -0.6116897463798523, -0.6385511159896851, 0.9847404956817627, 0.058471351861953735, -2.1433446407318115, 2.1344962120056152, -0.5333490371704102, -1.3730601072311401]","[0.06820806860923767, -1.3322404623031616, 2.0872323513031006, -1.874077558517456, -0.5311530232429504, -2.0566885471343994, 1.5080276727676392, -1.8542487621307373, -1.7695342302322388, 0.4363938271999359, -0.21427468955516815, 1.1728626489639282, -0.5681500434875488, -2.442063093185425, 2.039808988571167, -0.9804667234420776, -1.347001314163208]",1
"[0.10656653344631195, 0.17888692021369934, 0.9217129945755005, -0.515813946723938, 0.4011993408203125, -1.8384201526641846, 1.5157417058944702, -2.0834906101226807, -0.823186993598938, -0.6116897463798523, -0.6385511159896851, 0.9847404956817627, 0.058471351861953735, -2.1433446407318115, 2.1344962120056152, -0.5333490371704102, -1.3730601072311401]","[-1.527915358543396, 1.079307198524475, -1.286075234413147, -1.1279839277267456, 0.6933877468109131, -0.8005632758140564, 1.9352303743362427, -1.3363827466964722, -0.029321949928998947, -1.3527917861938477, -1.238032579421997, 0.27685025334358215, 0.5899633765220642, -2.4082958698272705, 2.2355105876922607, -2.3642466068267822, -1.2611826658248901]",0
"[-0.7734742164611816, 0.6460146307945251, -0.9003580212593079, 1.18539297580719, 1.2205342054367065, -1.7611818313598633, 1.1182337999343872, -0.29093125462532043, -1.2481293678283691, 1.4556238651275635, -0.43426403403282166, -1.1434376239776611, -0.4660114645957947, -1.6288790702819824, 2.026078462600708, -1.8173943758010864, -0.8222392797470093]","[-0.4940135180950165, -0.49459174275398254, -0.4814057946205139, 0.7422267198562622, -0.6878441572189331, -1.2987881898880005, 1.7898459434509277, -0.14703190326690674, -1.5226043462753296, -0.6414699554443359, -1.8270609378814697, -0.4990268349647522, 0.5978506803512573, -2.18672251701355, 1.8314146995544434, -1.4845205545425415, -0.8611832857131958]",1
"[-0.7734742164611816, 0.6460146307945251, -0.9003580212593079, 1.18539297580719, 1.2205342054367065, -1.7611818313598633, 1.1182337999343872, -0.29093125462532043, -1.2481293678283691, 1.4556238651275635, -0.43426403403282166, -1.1434376239776611, -0.4660114645957947, -1.6288790702819824, 2.026078462600708, -1.8173943758010864, -0.8222392797470093]","[1.4201679229736328, -0.5019576549530029, 1.3161303997039795, -2.3042874336242676, 0.20839792490005493, -1.8691447973251343, 1.412739634513855, -3.145765542984009, -1.0886932611465454, -2.846662998199463, -2.159705638885498, 0.8975683450698853, 0.5373095870018005, -2.9101722240448, 1.885154366493225, -1.854346513748169, -1.2539483308792114]",0
"[2.147226095199585, -0.8328009247779846, 0.7776874899864197, -2.612903356552124, 2.037931442260742, -2.0457746982574463, 2.6872241497039795, -3.5062856674194336, -1.7518608570098877, -1.9606871604919434, -0.7970231175422668, 2.5336294174194336, -1.146976113319397, -3.042935609817505, 1.5808137655258179, -1.4964665174484253, -2.601987838745117]","[0.2453925460577011, -0.2113872915506363, 0.820638120174408, -1.3553842306137085, 1.4491901397705078, -1.9317303895950317, 2.1683743000030518, -1.3641798496246338, -0.25182613730430603, -1.0140050649642944, 0.06367528438568115, 0.8003708124160767, -1.4255040884017944, -2.4283297061920166, 1.4144142866134644, -1.9789193868637085, -1.4346879720687866]",1
"[2.147226095199585, -0.8328009247779846, 0.7776874899864197, -2.612903356552124, 2.037931442260742, -2.0457746982574463, 2.6872241497039795, -3.5062856674194336, -1.7518608570098877, -1.9606871604919434, -0.7970231175422668, 2.5336294174194336, -1.146976113319397, -3.042935609817505, 1.5808137655258179, -1.4964665174484253, -2.601987838745117]","[-1.1210700273513794, 0.9475245475769043, -0.5013399720191956, -1.4308985471725464, -1.4481781721115112, -0.5129963755607605, 0.6017102003097534, -1.4180012941360474, -1.1044597625732422, -0.07304205000400543, 0.5010764598846436, 1.285438060760498, 0.10650842636823654, -2.1867339611053467, 1.8704878091812134, -2.3299832344055176, -0.6522241234779358]",0
"[-2.7214221954345703, 0.2755432724952698, -1.8179967403411865, 0.024249758571386337, 0.9540699124336243, 1.1121107339859009, 2.462810516357422, 1.9111770391464233, 0.2764509916305542, -1.6094095706939697, -1.7132288217544556, 0.00918029248714447, -0.9317607283592224, -3.018444776535034, 2.2159817218780518, -2.5956172943115234, -2.2825100421905518]","[-1.696416974067688, -0.4713132977485657, -1.015239953994751, 0.12471683323383331, 0.6763161420822144, 0.22196710109710693, 2.618595600128174, 0.761277973651886, 0.46546781063079834, -1.5544885396957397, -2.262012004852295, -0.575869083404541, -0.5944127440452576, -2.266589403152466, 1.7884044647216797, -1.1697766780853271, -2.4814159870147705]",1
"[-2.7214221954345703, 0.2755432724952698, -1.8179967403411865, 0.024249758571386337, 0.9540699124336243, 1.1121107339859009, 2.462810516357422, 1.9111770391464233, 0.2764509916305542, -1.6094095706939697, -1.7132288217544556, 0.00918029248714447, -0.9317607283592224, -3.018444776535034, 2.2159817218780518, -2.5956172943115234, -2.2825100421905518]","[-1.140583872795105, -0.3522973954677582, -1.1264493465423584, 0.0003895331174135208, -1.6740121841430664, -0.4219534993171692, 1.5250444412231445, -0.09804707765579224, -0.10127516835927963, 0.07688580453395844, -0.9834972620010376, -0.32982391119003296, -0.12907296419143677, -1.8151168823242188, 1.6294595003128052, -1.4918292760849, -1.2205947637557983]",0
"[-2.9556820392608643, -0.8991578221321106, 1.6381139755249023, 1.2582294940948486, 0.73660808801651, 0.04387841373682022, 3.3795132637023926, -1.0054320096969604, 0.4791049063205719, 0.8356913924217224, -1.8126367330551147, 2.887437582015991, -1.8347442150115967, -3.0380730628967285, 2.391449451446533, -1.645714521408081, -2.7347638607025146]","[-2.8761966228485107, -0.3927946388721466, 0.517476499080658, -0.18806885182857513, 1.2131993770599365, -0.7284375429153442, 2.3145148754119873, -0.30506566166877747, -0.4039115905761719, -0.9437803030014038, 0.08324134349822998, 1.3982356786727905, -1.4248079061508179, -2.47975754737854, 2.3668837547302246, -1.43483567237854, -3.4628546237945557]",1
"[-2.9556820392608643, -0.8991578221321106, 1.6381139755249023, 1.2582294940948486, 0.73660808801651, 0.04387841373682022, 3.3795132637023926, -1.0054320096969604, 0.4791049063205719, 0.8356913924217224, -1.8126367330551147, 2.887437582015991, -1.8347442150115967, -3.0380730628967285, 2.391449451446533, -1.645714521408081, -2.7347638607025146]","[-1.0499579906463623, -2.28238844871521, -1.3279640674591064, 1.4357855319976807, 1.2705919742584229, -1.3489400148391724, 2.50780987739563, -1.040495753288269, 0.23425434529781342, -0.8191865086555481, 0.10713750869035721, 0.8852012157440186, -1.5636663436889648, -2.060807943344116, 1.230582594871521, -2.3959362506866455, -2.7276058197021484]",0
"[0.2220442146062851, -1.0808771848678589, -0.21892446279525757, 0.8593206405639648, -0.15193825960159302, -1.9439867734909058, 1.3796871900558472, -0.20244115591049194, -0.8031347393989563, -0.6584508419036865, -1.3371145725250244, -2.3163294792175293, -0.2532327473163605, -2.128969430923462, 2.1245908737182617, -2.12815523147583, -1.0215275287628174]","[-2.0158677101135254, -0.5577870011329651, -1.1762146949768066, 0.836990475654602, 0.14404693245887756, -1.7141966819763184, 2.2156126499176025, -0.2812477648258209, -1.4146815538406372, -0.7824115753173828, -1.881489872932434, -0.5414507389068604, -0.9361091256141663, -2.4966864585876465, 2.272010564804077, -1.800702452659607, -1.3881779909133911]",1
"[0.2220442146062851, -1.0808771848678589, -0.21892446279525757, 0.8593206405639648, -0.15193825960159302, -1.9439867734909058, 1.3796871900558472, -0.20244115591049194, -0.8031347393989563, -0.6584508419036865, -1.3371145725250244, -2.3163294792175293, -0.2532327473163605, -2.128969430923462, 2.1245908737182617, -2.12815523147583, -1.0215275287628174]","[0.7289666533470154, 0.029647184535861015, 1.717563509941101, -2.0274555683135986, -0.23844310641288757, -0.8163812756538391, 1.4562628269195557, -2.741424560546875, -1.0172427892684937, -1.56258225440979, -1.1378282308578491, 0.5553767085075378, 0.17792168259620667, -2.37037992477417, 1.1457070112228394, -0.7379773855209351, -1.8767375946044922]",0
"[-0.21802930533885956, -0.9299265742301941, 1.8612143993377686, -0.8278681635856628, 0.6416141986846924, -0.32095494866371155, 2.3071160316467285, -1.2475534677505493, -1.0705575942993164, -0.44191503524780273, -0.8891515135765076, 0.6773881912231445, 1.9667683839797974, -2.7544846534729004, 2.391162872314453, -1.1050158739089966, -1.2234127521514893]","[-0.17197857797145844, 0.2491498440504074, 0.18707413971424103, -0.2751639485359192, -0.39058443903923035, -0.9399757981300354, 1.6832911968231201, -2.147373676300049, -1.127017855644226, -1.6737399101257324, -0.9098416566848755, 0.23089317977428436, 2.035853862762451, -2.6490657329559326, 2.437779664993286, -1.741888403892517, -0.14612337946891785]",1
"[-0.21802930533885956, -0.9299265742301941, 1.8612143993377686, -0.8278681635856628, 0.6416141986846924, -0.32095494866371155, 2.3071160316467285, -1.2475534677505493, -1.0705575942993164, -0.44191503524780273, -0.8891515135765076, 0.6773881912231445, 1.9667683839797974, -2.7544846534729004, 2.391162872314453, -1.1050158739089966, -1.2234127521514893]","[0.7770753502845764, 0.8320375084877014, -0.6609326601028442, -2.154132604598999, 0.9583802223205566, -1.4963226318359375, 2.3691117763519287, -1.9123660326004028, -0.666592001914978, -1.3477914333343506, -0.05636943504214287, 0.3757711350917816, -0.4966720640659332, -2.4243931770324707, 1.4530792236328125, -1.3323928117752075, -1.8197468519210815]",0
"[-2.004673957824707, -2.570995807647705, -1.963706135749817, 0.3085141181945801, 2.5342154502868652, -2.6884822845458984, 2.7787859439849854, 2.200787305831909, -0.3629993498325348, -1.5168802738189697, -1.9983015060424805, 0.12396745383739471, -2.0939793586730957, -2.628710985183716, 1.6721826791763306, -2.980801820755005, -2.5170841217041016]","[-1.3920412063598633, -1.8159778118133545, -1.8713408708572388, -0.14886218309402466, 0.6450881361961365, -0.5878677368164062, 2.5550084114074707, 0.16067653894424438, -0.737831711769104, -0.4892027676105499, -1.4839856624603271, -0.12118500471115112, -0.3315368890762329, -2.4561896324157715, 1.3020249605178833, -2.8469064235687256, -0.8266370892524719]",1
"[-2.004673957824707, -2.570995807647705, -1.963706135749817, 0.3085141181945801, 2.5342154502868652, -2.6884822845458984, 2.7787859439849854, 2.200787305831909, -0.3629993498325348, -1.5168802738189697, -1.9983015060424805, 0.12396745383739471, -2.0939793586730957, -2.628710985183716, 1.6721826791763306, -2.980801820755005, -2.5170841217041016]","[-1.1460908651351929, 0.8048495650291443, 0.7764708399772644, 0.42345884442329407, 0.34025877714157104, -0.30070340633392334, 1.2345921993255615, -0.7403064370155334, -1.4532099962234497, 0.16008102893829346, -0.3218231797218323, -0.05979111045598984, -0.23160159587860107, -2.1765739917755127, 2.041971206665039, -1.398916482925415, -1.4139914512634277]",0
"[1.4279180765151978, 0.6788978576660156, 1.4750909805297852, -2.2734203338623047, 1.519858956336975, -2.543114423751831, 3.210315704345703, -3.766416072845459, -1.3996583223342896, -0.2775324583053589, -0.8398661613464355, 0.4558704197406769, 1.0345988273620605, -3.160465717315674, 2.8390583992004395, -0.281002938747406, -1.4857052564620972]","[-0.2737302780151367, 0.6081393361091614, 1.6777504682540894, -1.817400336265564, 1.9293231964111328, -1.7436714172363281, 2.553823709487915, -1.6585782766342163, -0.18719881772994995, 1.1354422569274902, -0.3261624276638031, 0.8541030883789062, -1.892093300819397, -2.710136651992798, 2.2413034439086914, -0.9126849174499512, -2.075132131576538]",1
