embedding1,embedding2,label
"[1.4582258462905884, -0.7770271897315979, 0.5891772508621216, -2.24381685256958, -0.5007756352424622, -1.9241162538528442, 2.232343912124634, -2.3909828662872314, -0.7452980875968933, -3.0647313594818115, -1.514205813407898, 2.00618577003479, -0.9099966883659363, -2.5752851963043213, 0.7149619460105896, -1.341727614402771, -1.5089542865753174]","[0.06596220284700394, -0.35136494040489197, 0.31931689381599426, 0.4345824420452118, 0.6990346312522888, -1.0367200374603271, 1.3673423528671265, -1.1829638481140137, -1.3320515155792236, -0.3199180066585541, -0.9171637892723083, 0.3531261384487152, -0.8019395470619202, -1.8056514263153076, 1.4291917085647583, -1.1179962158203125, -0.8929660320281982]",0
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[0.21809838712215424, 0.16338969767093658, -0.4618103802204132, -1.1768909692764282, 0.46352240443229675, -2.989685297012329, 2.389641523361206, -1.4429079294204712, -0.9478995203971863, 0.3190937936306, -1.4530493021011353, 0.9057788848876953, -0.7627300024032593, -2.556105375289917, 2.728395462036133, -2.0554702281951904, -2.1958394050598145]",1
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[2.7355990409851074, -0.30703070759773254, 1.6857484579086304, -1.7821532487869263, -1.0051709413528442, -1.972060203552246, 2.067927360534668, -2.711735248565674, -0.3310677111148834, -1.8913298845291138, -2.1973788738250732, 0.057353150099515915, 0.6594669222831726, -2.8224332332611084, 1.7995095252990723, -1.6184356212615967, -0.9621486663818359]",1
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[0.4369630813598633, -1.244529128074646, 0.13550439476966858, -1.3521648645401, -0.6615532636642456, -2.501560688018799, 1.036879301071167, -1.7829842567443848, -0.9093051552772522, -0.7676661014556885, -1.7322359085083008, 0.8037723302841187, -0.06540003418922424, -2.144244432449341, 2.0464656352996826, -1.0994107723236084, -1.0010048151016235]",1
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[0.7632407546043396, -0.4914398789405823, 0.8114233613014221, -2.214362144470215, 0.6676399111747742, -2.665506362915039, 1.9025272130966187, -2.8920748233795166, -0.5727985501289368, -1.146080493927002, -0.7143468260765076, 1.9972319602966309, -0.41533827781677246, -2.4054508209228516, 2.4608547687530518, -0.4595105051994324, -1.3066431283950806]",1
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[1.3649128675460815, -0.9948980212211609, 1.0507056713104248, -2.062549352645874, 0.29872751235961914, -2.84124493598938, 1.777508020401001, -2.76625657081604, -0.9833438992500305, -2.0122604370117188, -0.7620651125907898, -0.04261127486824989, 0.8643728494644165, -2.276834011077881, 2.0253214836120605, 0.5203649997711182, -1.1611520051956177]",1
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[-2.8443381786346436, 0.6339355111122131, 0.41856881976127625, 1.0857261419296265, 1.4688225984573364, -0.10271750390529633, 1.4294377565383911, -0.831123411655426, -0.5127707123756409, -0.7674182057380676, -1.284800410270691, 0.7314506769180298, -0.8055933713912964, -2.33439040184021, 2.019078254699707, -1.8477578163146973, -1.6736493110656738]",0
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[-0.5196635723114014, -0.20383960008621216, 2.8581385612487793, 0.014702741988003254, -0.032593734562397, -0.25326070189476013, 2.364853858947754, -2.3282723426818848, 0.015611058101058006, -0.28493252396583557, -1.2051928043365479, 0.9526301622390747, 0.01638384349644184, -2.4170923233032227, 1.6213902235031128, -0.54636150598526, -1.8586583137512207]",0
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[1.2430497407913208, -1.019516110420227, -0.5385847091674805, -1.5071161985397339, -0.3239072561264038, -1.9334625005722046, 1.8118122816085815, -1.1850250959396362, -1.3735196590423584, -1.2098735570907593, -0.62697833776474, 0.8853431940078735, -0.22006447613239288, -2.261441469192505, 1.7644892930984497, -2.2538833618164062, -1.1972168684005737]",0
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[-0.6560057997703552, -0.4994949996471405, 0.2760597765445709, 0.10103502869606018, 0.7205690741539001, -1.9756674766540527, 2.1400537490844727, -0.9336712956428528, -1.3240113258361816, 0.5061888694763184, -0.2630517780780792, 0.8376408219337463, -0.5633255243301392, -2.2879536151885986, 2.323723793029785, -2.494899034500122, -2.223745346069336]",0
"[2.074965476989746, -0.5094590187072754, 1.12492036819458, -2.24767804145813, 0.10297301411628723, -1.044704556465149, 2.882589817047119, -2.623558282852173, 0.3337200880050659, -3.1162915229797363, -1.644147276878357, -0.10436462610960007, 0.4988250434398651, -2.659396171569824, 0.13789436221122742, -1.246446967124939, -1.2024106979370117]","[-0.056475985795259476, -0.48761048913002014, 1.2579985857009888, -0.6956548690795898, -0.2760988771915436, -2.032806634902954, 2.062413215637207, -3.031602144241333, -0.4843459725379944, 0.004617885686457157, -0.48328471183776855, 1.958875060081482, -0.02178932912647724, -2.247209310531616, 2.5126264095306396, -0.8987241983413696, -2.040827512741089]",0
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-2.8443381786346436, 0.6339355111122131, 0.41856881976127625, 1.0857261419296265, 1.4688225984573364, -0.10271750390529633, 1.4294377565383911, -0.831123411655426, -0.5127707123756409, -0.7674182057380676, -1.284800410270691, 0.7314506769180298, -0.8055933713912964, -2.33439040184021, 2.019078254699707, -1.8477578163146973, -1.6736493110656738]",1
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-1.4558018445968628, -0.017985600978136063, 0.8376118540763855, -0.5422066450119019, 0.36759713292121887, -0.7398813962936401, 1.5464905500411987, -2.141968250274658, -1.2203956842422485, -1.5867950916290283, -1.1231008768081665, 1.5404967069625854, -0.4909246563911438, -2.397160530090332, 1.725765347480774, -1.0410761833190918, -0.5561094880104065]",1
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-2.642812728881836, 1.3228412866592407, 0.10371469706296921, -1.0375038385391235, -0.03783119469881058, -0.10662582516670227, 2.046518325805664, -2.22906494140625, -1.4310640096664429, -1.8282314538955688, -0.17406222224235535, 0.8527419567108154, -0.8892636895179749, -2.6466479301452637, 1.604357123374939, -2.2694814205169678, -1.9090945720672607]",1
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-1.7749037742614746, -0.362142413854599, -0.09624496847391129, -0.2674114406108856, 1.692155122756958, -1.4970623254776, 1.6979657411575317, -2.0515220165252686, -2.8139357566833496, -1.983198642730713, -0.8878710865974426, 2.4737799167633057, -1.7316818237304688, -2.8202598094940186, 2.413515329360962, -2.4165425300598145, -1.6207802295684814]",1
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-2.497009515762329, 1.1777870655059814, 0.300911009311676, -0.3016626834869385, 0.9475122690200806, -0.6971091032028198, 1.8612991571426392, -1.7613823413848877, -0.3505859673023224, -0.597628653049469, 0.5029657483100891, 0.41353344917297363, -0.31723928451538086, -2.1127965450286865, 2.067291498184204, -1.4492218494415283, -1.6533663272857666]",1
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-1.7978451251983643, 0.9507170915603638, 0.39298197627067566, 0.30886387825012207, 0.543924868106842, -0.13339675962924957, 1.2773044109344482, -0.5341028571128845, -0.5868250727653503, -0.513844907283783, -0.3453691601753235, 0.27269989252090454, -1.0482900142669678, -1.8489335775375366, 1.6207126379013062, -1.1071267127990723, -1.0400725603103638]",0
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-0.5472783446311951, -0.8068053126335144, 0.5283500552177429, 0.3279261887073517, 1.8783947229385376, -1.2156059741973877, 1.6169878244400024, -0.43573805689811707, -1.081748604774475, -1.239405632019043, -2.001958131790161, 0.1532011330127716, -1.3909635543823242, -2.013601779937744, 0.2819672226905823, -1.405611276626587, -1.9692230224609375]",0
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-0.9937636852264404, 0.12407000362873077, 1.7137670516967773, 0.9675029516220093, 0.3208349943161011, -1.3434990644454956, 1.9553190469741821, -0.9958059191703796, -0.33611196279525757, 0.8047095537185669, -2.279479503631592, 0.6664344072341919, -1.7613229751586914, -2.2180709838867188, 2.294074535369873, -1.0953552722930908, -1.4240058660507202]",0
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-2.6267175674438477, 0.41962194442749023, -0.768193781375885, 0.4514075219631195, 0.2889474034309387, -1.0850882530212402, 1.7187130451202393, 1.3751906156539917, -0.4318901598453522, -0.9230274558067322, -1.3793548345565796, -0.11351141333580017, -1.4531755447387695, -2.2253568172454834, 1.4986836910247803, -2.7824819087982178, -1.4454861879348755]",0
"[-0.12340235710144043, 0.030127912759780884, -0.04370160028338432, -0.07958690077066422, 0.7115119695663452, 0.3571784496307373, 1.8428276777267456, -2.1982362270355225, 0.02638484723865986, -0.38302290439605713, -1.1942541599273682, 1.6489938497543335, 0.11876995861530304, -2.229480504989624, 1.4422622919082642, -1.5655468702316284, -0.6546396017074585]","[-0.15529845654964447, -1.255246877670288, -0.3376926779747009, 0.08594487607479095, 1.7447187900543213, -0.29171016812324524, 2.076486110687256, -1.0192863941192627, 0.4712570011615753, -1.8489181995391846, -1.311976432800293, 0.7631551027297974, 0.4113982021808624, -2.318526029586792, 1.1040699481964111, -1.8946545124053955, -0.8912288546562195]",0
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-2.8443381786346436, 0.6339355111122131, 0.41856881976127625, 1.0857261419296265, 1.4688225984573364, -0.10271750390529633, 1.4294377565383911, -0.831123411655426, -0.5127707123756409, -0.7674182057380676, -1.284800410270691, 0.7314506769180298, -0.8055933713912964, -2.33439040184021, 2.019078254699707, -1.8477578163146973, -1.6736493110656738]",1
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-1.4558018445968628, -0.017985600978136063, 0.8376118540763855, -0.5422066450119019, 0.36759713292121887, -0.7398813962936401, 1.5464905500411987, -2.141968250274658, -1.2203956842422485, -1.5867950916290283, -1.1231008768081665, 1.5404967069625854, -0.4909246563911438, -2.397160530090332, 1.725765347480774, -1.0410761833190918, -0.5561094880104065]",1
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-2.642812728881836, 1.3228412866592407, 0.10371469706296921, -1.0375038385391235, -0.03783119469881058, -0.10662582516670227, 2.046518325805664, -2.22906494140625, -1.4310640096664429, -1.8282314538955688, -0.17406222224235535, 0.8527419567108154, -0.8892636895179749, -2.6466479301452637, 1.604357123374939, -2.2694814205169678, -1.9090945720672607]",1
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-1.7749037742614746, -0.362142413854599, -0.09624496847391129, -0.2674114406108856, 1.692155122756958, -1.4970623254776, 1.6979657411575317, -2.0515220165252686, -2.8139357566833496, -1.983198642730713, -0.8878710865974426, 2.4737799167633057, -1.7316818237304688, -2.8202598094940186, 2.413515329360962, -2.4165425300598145, -1.6207802295684814]",1
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-2.497009515762329, 1.1777870655059814, 0.300911009311676, -0.3016626834869385, 0.9475122690200806, -0.6971091032028198, 1.8612991571426392, -1.7613823413848877, -0.3505859673023224, -0.597628653049469, 0.5029657483100891, 0.41353344917297363, -0.31723928451538086, -2.1127965450286865, 2.067291498184204, -1.4492218494415283, -1.6533663272857666]",1
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-1.4038666486740112, -1.6206151247024536, -0.36360201239585876, 1.7362148761749268, 0.9185550808906555, -1.9582386016845703, 3.065607786178589, 0.8128798007965088, 0.44473186135292053, -1.216137170791626, -0.5033038854598999, -1.3143154382705688, -1.923425316810608, -2.2216784954071045, 1.5917906761169434, -2.334441900253296, -2.293026924133301]",0
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-2.008272409439087, 0.45522674918174744, -0.05665488541126251, -0.6535191535949707, 0.2253410518169403, -1.5104550123214722, 2.026495933532715, -1.3696988821029663, -1.4360668659210205, -0.6880589723587036, 0.05913034826517105, 0.9081981182098389, -0.3109067976474762, -2.0975289344787598, 1.4598114490509033, -1.3555784225463867, -2.333143711090088]",0
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[-0.15222419798374176, -0.9305599331855774, -1.1395626068115234, -0.6890039443969727, 0.1917356252670288, -1.1187878847122192, 1.8670403957366943, -0.2607102692127228, -0.16880445182323456, -0.133235365152359, -1.5936475992202759, -0.24153244495391846, 0.5313032269477844, -2.261584997177124, 1.944077968597412, -2.018662691116333, -1.0719830989837646]",0
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[1.3649128675460815, -0.9948980212211609, 1.0507056713104248, -2.062549352645874, 0.29872751235961914, -2.84124493598938, 1.777508020401001, -2.76625657081604, -0.9833438992500305, -2.0122604370117188, -0.7620651125907898, -0.04261127486824989, 0.8643728494644165, -2.276834011077881, 2.0253214836120605, 0.5203649997711182, -1.1611520051956177]",0
"[-0.7213189601898193, 0.3989349901676178, 0.20005850493907928, -0.26437675952911377, 0.1735456883907318, -0.9322053790092468, 1.908819317817688, -1.0092474222183228, -0.9196882843971252, -0.1347653865814209, -0.4589462876319885, -1.039794683456421, -0.6957283020019531, -2.136171579360962, 1.7205864191055298, -1.939538836479187, -2.151329755783081]","[1.234300971031189, 1.374070167541504, 2.1276981830596924, -3.2384164333343506, -0.023936964571475983, -2.5323283672332764, 1.7994799613952637, -3.5164554119110107, -1.162684679031372, -0.7482017874717712, -1.8313242197036743, -0.172135591506958, 0.2042343020439148, -3.0761756896972656, 3.050523519515991, 0.4829031229019165, -1.646754503250122]",0
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-2.8443381786346436, 0.6339355111122131, 0.41856881976127625, 1.0857261419296265, 1.4688225984573364, -0.10271750390529633, 1.4294377565383911, -0.831123411655426, -0.5127707123756409, -0.7674182057380676, -1.284800410270691, 0.7314506769180298, -0.8055933713912964, -2.33439040184021, 2.019078254699707, -1.8477578163146973, -1.6736493110656738]",1
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-1.4558018445968628, -0.017985600978136063, 0.8376118540763855, -0.5422066450119019, 0.36759713292121887, -0.7398813962936401, 1.5464905500411987, -2.141968250274658, -1.2203956842422485, -1.5867950916290283, -1.1231008768081665, 1.5404967069625854, -0.4909246563911438, -2.397160530090332, 1.725765347480774, -1.0410761833190918, -0.5561094880104065]",1
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-2.642812728881836, 1.3228412866592407, 0.10371469706296921, -1.0375038385391235, -0.03783119469881058, -0.10662582516670227, 2.046518325805664, -2.22906494140625, -1.4310640096664429, -1.8282314538955688, -0.17406222224235535, 0.8527419567108154, -0.8892636895179749, -2.6466479301452637, 1.604357123374939, -2.2694814205169678, -1.9090945720672607]",1
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-1.7749037742614746, -0.362142413854599, -0.09624496847391129, -0.2674114406108856, 1.692155122756958, -1.4970623254776, 1.6979657411575317, -2.0515220165252686, -2.8139357566833496, -1.983198642730713, -0.8878710865974426, 2.4737799167633057, -1.7316818237304688, -2.8202598094940186, 2.413515329360962, -2.4165425300598145, -1.6207802295684814]",1
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-2.497009515762329, 1.1777870655059814, 0.300911009311676, -0.3016626834869385, 0.9475122690200806, -0.6971091032028198, 1.8612991571426392, -1.7613823413848877, -0.3505859673023224, -0.597628653049469, 0.5029657483100891, 0.41353344917297363, -0.31723928451538086, -2.1127965450286865, 2.067291498184204, -1.4492218494415283, -1.6533663272857666]",1
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[0.2573230266571045, -0.25206270813941956, 2.0065629482269287, -0.462435781955719, 0.5729199051856995, -1.9464155435562134, 2.2290592193603516, -1.5218573808670044, 1.2586703300476074, 0.724622368812561, -1.5684866905212402, -0.6906585693359375, -0.3856527805328369, -2.2481987476348877, 1.9359866380691528, -1.0994601249694824, -1.188040018081665]",0
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-1.1032679080963135, -0.3824160695075989, -1.7720601558685303, 0.20149476826190948, 0.7382836937904358, -1.131594181060791, 1.9927504062652588, 0.9065290093421936, -0.2741653621196747, -0.2301316112279892, -1.3074885606765747, -0.2787795066833496, -1.4977209568023682, -1.9732334613800049, 1.6656620502471924, -1.5501809120178223, -1.6603386402130127]",0
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[-1.3021873235702515, -1.2007887363433838, 1.3457489013671875, 0.00884299073368311, 0.04840993881225586, -1.321054458618164, 2.419180393218994, -1.1862996816635132, -0.43529340624809265, -1.8451454639434814, -1.8477287292480469, 1.033599853515625, -0.6100679636001587, -2.5427405834198, 1.3178774118423462, -1.0526330471038818, -1.9039099216461182]",0
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[0.8467333912849426, -1.077728033065796, 0.5600096583366394, -0.8920629620552063, 0.43067753314971924, -2.0800700187683105, 1.9891358613967896, -1.0295112133026123, -1.7800720930099487, 1.5812067985534668, -0.4347180128097534, 0.8268346786499023, -0.20911283791065216, -2.2964208126068115, 1.559342384338379, -1.8738815784454346, -1.2296142578125]",0
"[-0.5826991200447083, 1.4780938625335693, -1.1162009239196777, -2.0835044384002686, 0.25694623589515686, -1.1786774396896362, 1.4190425872802734, -1.5551856756210327, -0.3181525468826294, -2.6530556678771973, -1.4047913551330566, -1.3554679155349731, 0.2749861776828766, -2.7103075981140137, 1.9949880838394165, -2.3927533626556396, -0.7520790696144104]","[1.4098231792449951, -1.1555085182189941, 1.656521201133728, -2.6465718746185303, 0.16110628843307495, -1.8718737363815308, 2.119198799133301, -2.7533419132232666, -2.314283609390259, -0.9363667368888855, -2.037738800048828, 0.16371771693229675, 0.3252639174461365, -3.066394090652466, 2.459322214126587, -1.0611851215362549, -1.8084149360656738]",0
